CUSTOMER_ID,CHURN_Ground_truth_Label,CHURN_PREDS,CHURN_PROBABILITY,CLIENT_TO_CONTACT,DISCOUNT
C102456,STAY,STAY,0.95603657,NO,0%
C105695,STAY,STAY,0.7118347,NO,0%
C110130,STAY,STAY,0.9659207,NO,0%
C109929,LEAVE,LEAVE,0.3553768,YES,10%
C105139,STAY,STAY,0.85519886,NO,0%
C102656,LEAVE,LEAVE,0.07763681,YES,5%
C106181,LEAVE,LEAVE,0.24541998,YES,5%
C113506,STAY,STAY,0.7791997,NO,0%
C105564,LEAVE,LEAVE,0.4938968,YES,10%
C104701,STAY,STAY,0.7352092,NO,0%
C106517,STAY,STAY,0.9385533,NO,0%
C112040,STAY,STAY,0.80246055,NO,0%
C111437,LEAVE,LEAVE,0.42396381,YES,10%
C105350,STAY,STAY,0.764162,NO,0%
C102980,STAY,STAY,0.98893565,NO,0%
C106476,LEAVE,STAY,0.822559,NO,0%
C114411,LEAVE,STAY,0.7204382,NO,0%
C103891,STAY,STAY,0.8813637,NO,0%
C103657,STAY,STAY,0.8963414,NO,0%
C100790,LEAVE,LEAVE,0.23864208,YES,5%
C108334,LEAVE,LEAVE,0.20057185,YES,5%
C112351,STAY,STAY,0.73256147,NO,0%
C113915,STAY,STAY,0.99237305,NO,0%
C105221,STAY,STAY,0.97065073,NO,0%
C100619,LEAVE,LEAVE,0.3065622,YES,10%
C102860,LEAVE,LEAVE,0.2702969,YES,10%
C113507,LEAVE,STAY,0.8777096,NO,0%
C112037,STAY,STAY,0.86959904,NO,0%
C106118,LEAVE,LEAVE,0.39750454,YES,10%
C109508,STAY,STAY,0.91189986,NO,0%
C108104,STAY,STAY,0.8881989,NO,0%
C101719,STAY,STAY,0.9207768,NO,0%
C112992,LEAVE,LEAVE,0.38036287,YES,10%
C105907,LEAVE,LEAVE,0.03972238,YES,5%
C105355,LEAVE,LEAVE,0.119052626,YES,5%
C100056,STAY,STAY,0.8584703,NO,0%
C111142,LEAVE,STAY,0.64292264,NO,0%
C109952,STAY,STAY,0.994888,NO,0%
C107289,LEAVE,LEAVE,0.2512816,YES,10%
C108918,STAY,STAY,0.8301841,NO,0%
C108377,STAY,LEAVE,0.2381926,YES,5%
C115491,STAY,STAY,0.91667634,NO,0%
C108822,STAY,STAY,0.9390891,NO,0%
C109625,STAY,LEAVE,0.48074687,YES,10%
C107588,LEAVE,STAY,0.549193,NO,0%
C111283,LEAVE,LEAVE,0.21229213,YES,5%
C101921,STAY,STAY,0.92673093,NO,0%
C114682,STAY,STAY,0.9205835,NO,0%
C108679,STAY,STAY,0.7653608,NO,0%
C100689,STAY,STAY,0.9935481,NO,0%
C115145,LEAVE,LEAVE,0.061137915,YES,5%
C115008,STAY,STAY,0.8155847,NO,0%
C107370,STAY,STAY,0.9588445,NO,0%
C100895,LEAVE,LEAVE,0.43121678,YES,10%
C110074,LEAVE,LEAVE,0.10075707,YES,5%
C112538,STAY,STAY,0.9780306,NO,0%
C107641,LEAVE,STAY,0.5929438,NO,0%
C114648,LEAVE,LEAVE,0.34241652,YES,10%
C113051,LEAVE,LEAVE,0.39527446,YES,10%
C107827,STAY,STAY,0.79029435,NO,0%
C115925,STAY,STAY,0.9814848,NO,0%
C103952,LEAVE,STAY,0.81691813,NO,0%
C104197,STAY,STAY,0.8779654,NO,0%
C107601,STAY,STAY,0.8425189,NO,0%
C100233,STAY,STAY,0.9717371,NO,0%
C102722,STAY,STAY,0.94691443,NO,0%
C114231,STAY,STAY,0.8944992,NO,0%
C114427,LEAVE,LEAVE,0.21371487,YES,5%
C111038,LEAVE,LEAVE,0.3273803,YES,10%
C106791,STAY,STAY,0.95976883,NO,0%
C114031,LEAVE,LEAVE,0.2442871,YES,5%
C101121,STAY,STAY,0.7806402,NO,0%
C103024,STAY,STAY,0.90910006,NO,0%
C108915,STAY,STAY,0.9417183,NO,0%
C103480,LEAVE,LEAVE,0.09689901,YES,5%
C101038,STAY,STAY,0.72259754,NO,0%
C112906,STAY,STAY,0.63115084,NO,0%
C106707,STAY,STAY,0.96752006,NO,0%
